"இறைவன்,DIVINE_BEING"
"மீக்கூறுநர்,THOSE_PRAISE"
"இளையன்,YOUNG"
"இவன்,THIS"
"என,SAY"
"உளைய,SOFTEN"
"கூறிப,SAYING"
"படுமணி,SOUNDING_BELL"
"இரட்டும்,SOUND"
"பாவடி,SOUND_FOOT"
"பணைத்தாள்,DRUM_LEG"
"நெடுநல்,LONG_GOOD"
"யானையும்,ELEPHANT"
"தேரும்,CHARIOT"
"மாவும்,HORSE"
"படைஅமை,ARMY_COMPOSED"
"மறவரும்,WARRIORS"
"உடையும்,HAVING"
"யாம்,WE"
"என்று,SAY"
"உறுதுப்பு,STRENGTH"
"அஞ்சாது,NOT_FEARING"
"உடல்,BODY"
"சினம்,ANGER"
"செருக்கி,PROUD"
"சிறுசொல்,SMALL_WORD"
"சொல்லிய,SAID"
"சினங்கெழு,ANGER_HAVING"
"வேந்தரை,KINGS"
"அருஞ்சமஞ்,DIFFICULT_BATTLE"
"சிதையத்,DESTROY"
"தாக்கி,ATTACK"
"முரசமொடு,WITH_DRUM"
"ஒருங்கு,TOGETHER"
"அகப்படேஎன்ஆயின்,IF_NOT_CAPTURE"
"பொருந்திய,SUITABLE"
"என்நிழல்,MY_SHADE"
"வாழ்நர்,LIVERS"
"சென்னிழல்,HEAD_SHADE"
"காணாது,NOT_SEEING"
"கொடியன்,CRUEL"
"எம்இறை,OUR_LORD"
"என,SAY"
"கண்ணீர்,TEARS"
"பரப்பி,SPREAD"
"குடி,FAMILY"
"பழி,BLAME"
"தூற்றும்,SCATTER"
"கோலேன்,SCEPTRE_NOT"
"ஆகுக,BE"
"ஓங்கிய,HIGH"
"சிறப்பின்,GLORY"
"உயர்ந்த,HIGH"
"கேள்வி,LEARNING"
"மாங்குடி,MAANGUDI"
"மருதன்,MARUTHAN"
"தலைவன்,LEADER"
"ஆக,BEING"
"உலகமொடு,WITH_WORLD"
"நிலைஇய,ESTABLISHED"
"பலர்புகழ்,MANY_PRAISED"
"சிறப்பின்,GLORY"
"புலவர்,POETS"
"பாடாது,NOT_SINGING"
"வரைக,LIMIT"
"என்னிலவரை,MY_EARTH_LIMIT"
"புரப்போர்,PROTECTORS"
"புன்கண்,SORROW"
"கூர,INCREASE"
"இரப்போர்க்கு,TO_BEGGARS"
"ஈயா,NOT_GIVING"
"இன்மை,POVERTY"
"யான்உறவே,I_SUFFER"
"உயிரும்,LIFE"
"தருகுவன்,WILL_GIVE"
"நலங்கிள்ளி,NALANKILLI"
"நல்லுருத்திரன்,NALLURUTHIRAN"
"பாட்டு,SONG"
"மெல்ல,SOFTLY"
"வந்து,COME"
"என்னல்லடி,MY_GOOD_FOOT"
"பொருந்தி,JOINING"
"ஈ,FLY"
"என,SAY"
"இரக்குவராயின்,IF_BEG"
"சீருடை,FAMOUS"
"முரசுகெழு,DRUM_HAVING"
"தாயத்து,INHERITANCE"
"அரசோ,KING"
"தஞ்சம்,REFUGE"
"இன்னுயிர்,SWEET_LIFE"
"ஆயினும்,EVEN_IF"
"கொடுக்குவென்,I_WILL_GIVE"
"இந்நிலத்து,THIS_EARTH"
"ஆற்றல்,ABILITY"
"உடையோர்,THOSE_HAVING"
"ஆற்றல்,ABILITY"
"போற்றாது,NOT_PROTECTING"
"என்உள்ளம்,MY_HEART"
"எள்ளிய,SCORNED"
"மடவோன்,FOOL"
"தெள்ளிதின்,CLEARLY"
"துஞ்சுபுலி,SLEEPING_TIGER"
"இடறிய,TRIPPED"
"சிதடன்போல,CRIPPLE_LIKE"
"உய்ந்தனன்,HE_SURVIVED"
"பெயர்தலோ,GOING"
"அரிதே,DIFFICULT"
"மைந்துடை,STRENGTH_HAVING"
"கழைதின்,BAMBOO_EATING"
"யானை,ELEPHANT"
"கால்,LEG"
"அகப்பட்ட,CAUGHT"
"வன்றிணி,STRONG_FIRM"
"நீண்முளை,LONG_SPROUT"
"போல,LIKE"
"சென்று,GOING"
"அவண்,THERE"
"வருந்த,SUFFER"
"பொரேஎன்ஆயின்,IF_NOT_FIGHT"
"பொருந்திய,SUITABLE"
"தீதுஇல்,EVIL_NOT"
"நெஞ்சத்து,HEART"
"காதல்,LOVE"
"கொள்ளாப்,NOT_TAKING"
"பல்லிரும்கூந்தல்,MANY_GREAT_HAIR"
"மகளிர்,WOMEN"
"ஒல்லா,NOT_POSSIBLE"
"முயக்கிடை,EMBRACE"
"குழைக,SUFFER"
"என்தாரே,MY_GARLAND"
"கணைக்காலிரும்பொறை,KANAIKAALIRUMPORAI"
"தாமே,THEMSELVES"
"தாங்கிய,SUPPORTED"
"தாங்கரும்,DIFFICULT_TO_BEAR"
"பையுள்,SORROW"
"இளம்பூரணர்,ILAMPURANAR"
"குழவி,CHILD"
"இறப்பினும்,EVEN_IF_DIE"
"ஊன்தடி,FLESH_STICK"
"பிறப்பினும்,EVEN_IF_BORN"
"ஆள்,PERSON"
"அன்று,NOT"
"என்று,SAY"
"வாளின்,SWORD"
"தப்பார்,NOT_MISS"
"தொடர்ப்படு,CONTACT"
"ஞமலியின்,DOG"
"இடர்ப்படுத்து,CAUSE_TROUBLE"
"இரீஇய,PLACED"
"கேளல்,HEAR"
"கேளிர்,RELATIVES"
"வேளாண்,GENEROSITY"
"சிறுபதம்,SMALL_FAVOR"
"மதுகை,INTOXICATION"
"இன்றி,WITHOUT"
"வயிற்றுத்,STOMACH"
"தீ,FIRE"
"தணிய,COOL"
"தாம்,THEY"
"இரந்து,BEGGING"
"உண்ணும்,EAT"
"அளவை,TIME"
"ஈன்மரோ,WILL_GIVE"
"இவ்வுலகத்தானே,IN_THIS_WORLD"
"சோழன்,CHOLA"
"மூத்தோர்,ELDERS"
"மூத்தோர்க்கூற்றம்,ELDERS_DEATH"
"உய்த்தென,DRIVE"
"பால்தர,MILK_GIVE"
"வந்த,CAME"
"பழவிறல்,ANCIENT_VICTORY"
"தாயம்,INHERITANCE"
"எய்தினம்,OBTAINED"
"ஆயின்,IF"
"எய்தினம்,OBTAINED"
"சிறப்பு,SPECIALTY"
"என,SAY"
"குடி,FAMILY"
"புரவு,PROSPERITY"
"இரக்கும்,BEG"
"கூரில்,NOT_SHARP"
"ஆண்மை,MASCULINITY"
"சிறியோன்,SMALL_ONE"
"பெறின்,IF_GET"
"அது,THAT"
"சிறந்தன்று,EXCELLENT"
"மன்னே,INDEED"
"மண்டுஅமர்ப்,ABUNDANT_BATTLE"
"பரிக்கும்,PROTECT"
"மதனுடை,STRENGTH_HAVING"
"நோன்தாள்,STRONG_LEG"
"விழுமியோன்,NOBLE"
"பெறுகுவனாயின்,IF_GET"
"தாழ்நீர்,DEEP_WATER"
"அறுகய,NEAR_LAKE"
"மருங்கின்,SIDE"
"சிறுகோல்,SMALL_STICK"
"வெண்கிடை,WHITE_KIDAI"
"என்றூழ்,SUMMER"
"வாடுவறல்போல,DRY_LIKE"
"நன்றும்,GOOD"
"நொய்தால்,EASY"
"அம்மதானே,AH_ITSELF"
"மையற்று,CENTERLESS"
"விசும்புஉற,TOUCH_SKY"
"ஓங்கிய,HIGH"
"வெண்குடை,WHITE_UMBRELLA"
"முரசுகெழு,DRUM_HAVING"
"வேந்தர்,KINGS"
"அரசுகெழு,KINGDOM_HAVING"
"திருவே,WEALTH"
"இடைக்குன்றூர்,IDAIKKUNRUR"
"கிழார்,POET"
"ஒருவனை,ONE"
"ஒருவன்,ONE"
"அடுதலும்,KILLING"
"தொலைதலும்,DYING"
"புதுவது,NEW"
"அன்று,NOT"
"இவ்வுலகத்து,THIS_WORLD"
"இயற்கை,NATURE"
"இன்றின்,TODAY"
"ஊங்கோ,BEFORE"
"கேளலம்,NOT_HEARD"
"திரளரை,THICK_TRUNK"
"மன்றவேம்பின்,COMMON_NEEM"
"மாச்சினை,GREAT_BRANCH"
"ஒண்தளிர்,BRIGHT_SPROUT"
"நெடுங்கொடி,LONG_CREEPER"
"உழிஞைப்,UZHINJAI"
"பவரொடு,WITH_PAVARAM"
"மிடைந்து,MIXED"
"செறியத்,TIGHTLY"
"தொடுத்த,TIED"
"தேம்பாய்,HONEY_FLOW"
"கண்ணி,GARLAND"
"ஒலியல்,RESOUNDING"
"மாலையொடு,WITH_GARLAND"
"பொலிய,SHINE"
"சூடி,WEAR"
"பாடின்,SONG"
"தெண்கிணை,CLEAR_KINAI_DRUM"
"கறங்க,RESOUND"
"காண்தக,SEE_FITTING"
"நாடுகெழு,LAND_HAVING"
"திருவிற்,WEALTH"
"பசும்பூட்,FRESH_FLOWER"
"செழியன்,CHEZHIYAN"
"பீடும்,MAJESTY"
"செம்மலும்,LORDSHIP"
"அறியார்,NOT_KNOWING"
"கூடி,JOINING"
"பொருதும்,WILL_FIGHT"
"என்று,SAY"
"தன்தலை,HIS_HEAD"
"வந்த,CAME"
"புனைகழல்,DECORATED_ANKLET"
"எழுவர்,SEVEN"
"நல்வலம்,GOOD_STRENGTH"
"அடங்க,SUBDUE"
"ஒருதான்,ONE_SELF"
"ஆகி,BEING"
"பொருது,FIGHTING"
"களத்து,BATTLEFIELD"
"அடலே,KILLING"
"யார்,WHO"
"அவன்,HE"
"வாழ்க,LIVE"
"கிண்கிணி,BELL"
"களைந்த,REMOVED"
"கால்,LEG"
"ஒண்கழல்,BRIGHT_ANKLET"
"தொட்டு,TOUCH"
"குடுமி,TOP_KNOT"
"களைந்த,REMOVED"
"நுதல்,FOREHEAD"
"வேம்பின்,NEEM"
"ஒண்தளிர்,BRIGHT_SPROUT"
"நெடுங்கொடி,LONG_CREEPER"
"உழிஞைப்,UZHINJAI"
"பவரொடு,WITH_PAVARAM"
"மிலைந்த,WORE"
"குறுந்தொடி,SHORT_BANGLE"
"கழித்தகை,REMOVED_HAND"
"சாபம்,BOW"
"பற்றி,HOLDING"
"நெடுந்தேர்க்,LONG_CHARIOT"
"கொடிஞ்சி,FLAG"
"பொலிய,SHINE"
"நின்றோன்,STOOD"
"யார்கொல்,WHO"
"வாழ்க,LIVE"
"அவன்கண்ணி,HIS_GARLAND"
"தார்பூண்டு,GARLAND_WEAR"
"தாலி,TALI"
"களைந்தன்றும்,REMOVED"
"இலனே,NOT"
"பால்விட்டு,MILK_LEAVE"
"உடன்று,ANGER"
"மேல்வந்த,ABOVE_COME"
"வம்பமள்ளரை,NEW_WARRIORS"
"அழுந்த,PRESS"
"பற்றி,GRAB"
"அகல்விசும்பு,WIDE_SKY"
"ஆர்ப்பெழ,SHOUT_RISE"
"மகிழ்ந்தன்றும்,JOYED"
"இகழ்ந்தன்றும்,DESPISED"
"அதனினும்,THAN_THAT"
"இலனே,NOT"
"அவர்ஊர்,THEIR_VILLAGE"
"சென்று,GOING"
"அழித்தவன்,DESTROYER"
"வணங்கு,BOW"
"தொடைப்,BOW"
"பொலிந்த,ADORNED"
"வலிகெழுநோன்தாள்,STRENGTH_HAVING_STRONG_LEG"
"அணங்கருங்,FEARFUL"
"கடுந்திறல்,FIERCE_POWER"
"என்ஐ,MY"
"முணங்கு,STRUGGLE"
"நிமிர்ந்து,RISE"
"அளைச்செறி,LAIR_ABOUND"
"உழுவை,TIGER"
"இரைக்கு,FOR_PREY"
"வந்தன்ன,COME_LIKE"
"மலைப்பரும்,ADMIRABLE"
"அகலம்,CHEST"
"மதியார்,NOT_ACCEPT"
"சிலைத்தெழுந்து,BOW_RISE"
"விழுமியம்,NOBLE"
"பெரியம்,GREAT"
"யாமே,WE"
"நம்மிற்,THAN_US"
"பொருநனும்,WARRIOR"
"இளையன்,YOUNG"
"கொண்டியும்,TAKING"
"பெரிது,GREAT"
"என,SAY"
"எள்ளி,SCORN"
"வந்த,CAME"
"வம்பமள்ளர்,NEW_WARRIORS"
"புல்லென்கண்ணர்,SAD_EYED"
"புறத்திற்,OUTSIDE"
"பெயர,GO"
"ஈண்டு,ABUNDANT"
"அவர்,THEIR"
"அடுதலும்,KILLING"
"ஒல்லான்,NOT_POSSIBLE"
"ஆண்டு,THERE"
"அவர்,THEIR"
"மாண்இழை,EXCELLENT_JEWEL"
"மகளிர்,WOMEN"
"நாணினர்,ASHAMED"
"கழிய,PASS"
"தந்தை,FATHER"
"தம்மூர்,THEIR_VILLAGE"
"ஆங்கண்,THERE"
"தெண்கிணை,CLEAR_KINAI_DRUM"
"கறங்க,RESOUND"
"சென்று,GOING"
"ஆண்டு,THERE"
"அட்டனனே,KILLED"
"பகலோ,DAY"
"சிறிது,SMALL"
"மூதூர்,OLD_CITY"
"வாயில்,DOOR"
"பனிக்,DEW"
"கயம்,TANK"
"மண்ணி,SOIL"
"மன்றவேம்பின்,COMMON_NEEM"
"ஒண்குழை,BRIGHT_EARRING"
"மிலைந்து,WORE"
"தெண்கிணை,CLEAR_KINAI_DRUM"
"முன்னர்,FRONT"
"களிற்றின்,ELEPHANT"
"இயலி,WALKING"
"வெம்போர்ச்,FIERCE_WAR"
"செழியனும்,CHEZHIYAN"
"வந்தனன்,CAME"
"எதிர்ந்த,OPPOSED"
"வம்பமள்ளரோ,NEW_WARRIORS"
"பலரே,MANY"
"எஞ்சுவர்கொல்லோ,WILL_THEY_REMAIN"
"சாத்தந்தையார்,POET"
"போர்வைக்கோப்,PORVAIKO"
"பெருநற்கிள்ளி,PERUNARKILLI"
"எருமைமறம்,BUFFALO_VALOUR"
"இன்கடுங்கள்,SWEET_FIERCE_KALL"
"ஆமூர்,AMUR"
"ஆங்கண்,THERE"
"மைந்துடைமல்லன்,STRONG_WRESTLER"
"மதவலி,STRENGTH"
"முருக்கி,DESTROY"
"ஒருகால்,ONE_TIME"
"மார்பொதுங்கின்றே,CHEST_SHRINK"
"ஒருகால்,ONE_TIME"
"வருதார்,COMING_GARLAND"
"தாங்கி,SUPPORT"
"பின்னெதுங்கின்றே,BACK_SHRINK"
"நல்கினும்,EVEN_IF_GIVE"
"நல்கான்ஆயினும்,EVEN_IF_NOT_GIVE"
"வெல்போர்ப்,VICTORIOUS_WAR"
"போரருந்தித்தன்,BATTLE_DIFFICULT_TITHAN"
"காண்கதில்அம்ம,SEE"
"பசித்து,HUNGRY"
"பணைமுயலும்,DRUM_TRY"
"யானைபோல,LIKE_ELEPHANT"
"இருதலை,TWO_HEADS"
"ஒசிய,BREAK"
"எற்றி,PRESS"
"களம்புகும்,ENTER_BATTLEFIELD"
"மல்லன்,WRESTLER"
"கடந்தடுநிலையே,CONQUERING_STATE"
"யார்கொல்அளியர்,WHO_PITIFUL"
"ஆர்ப்பெழு,SHOUT_RISE"
"கடலினும்,THAN_SEA"
"பெரிது,GREAT"
"அவன்களிறே,HIS_ELEPHANT"
"கார்ப்பெயல்,RAINY_SEASON_RAIN"
"உருமின்,THUNDER"
"முழங்கல்,ROAR"
"ஆனாவே,CEASELESS"
"தாமே,THEY"
"ஆர்நார்ச்,GARLAND_THREAD"
"செறியத்,TIGHTLY"
"தொடுத்த,TIED"
"கண்ணி,GARLAND"
"கவிகை,UMBRELLA"
"மள்ளன்,WARRIOR"
"கைப்பட்டோரே,THOSE_CAUGHT"
"ஊசி,NEEDLE"
"வேகமும்,SPEED"
"போர்வேகமும்,WAR_SPEED"
"சாறுதலைக்கொண்டென,ANNOUNCE_HEAD_TAKEN"
"பெண்ணீற்றுற்றென,FEMALE_STRENGTH"
"பட்ட,OBTAINED"
"மாரி,RAIN"
"ஞான்ற,ABUNDANT"
"ஞாயிற்று,SUN"
"கட்டில்,BED"
"நிணக்கும்,FAT"
"இழிசினன்,LOW_ONE"
"கையது,HAND_HAVING"
"போழ்தூண்டு,TIME_STIMULATE"
"ஊசியின்,NEEDLE"
"விரைந்தன்று,FAST"
"மாதோ,INDEED"
"ஊர்கொள,VILLAGE_TAKE"
"வந்த,CAME"
"பொருநனொடு,WITH_WARRIOR"
"ஆர்புனை,FAME_ADORN"
"தெரியல்,GARLAND"
"நெடுந்தகை,GREAT_LORD"
"போரே,WAR"
"இருபாற்பட்ட,TWO_SIDED"
"ஊர்,VILLAGE"
"பெருங்கோழி,GREAT_KOLI"
"நாய்கண்மகள்,DOG_EYED_WOMAN"
"நக்கண்ணையார்,NAKKANNAIYAR"
"கைக்கிளை,KAIKKILAI"
"பழிச்சுதல்,PRAISE"
"அடிபுனை,FOOT_ADORN"
"தொடுகழல்,TOUCHING_ANKLET"
"மையணல்,DARK_NECK"
"காளைக்கு,TO_YOUTH"
"என்தொடி,MY_BANGLE"
"கழித்திடுதல்,REMOVE"
"யான்,I"
"யாய்,MOTHER"
"அஞ்சுவலே,FEAR"
"அடுதோள்,KILLING_SHOULDER"
"முயங்கல்,EMBRACE"
"அவை,COURT"
"நாணுவலே,SHAME"
"என்போல்,LIKE_ME"
"பெருவிதுப்புறுக,GREAT_HASTE"
"என்றும்,EVER"
"ஒருபால்,ONE_SIDE"
"படாஅது,NOT_FALL"
"ஆகி,BEING"
"இருபாற்பட்ட,TWO_SIDED"
"இம்மையல்ஊரே,THIS_CONFUSED_VILLAGE"
"புற்கையும்,PITTED_FIELD"
"பெருந்தோளும்,GREAT_SHOULDER"
"என்ஜ,MY"
"புற்கை,PITTED_FIELD"
"உண்டும்,ATE"
"பெருந்தோளன்னே,GREAT_SHOULDER_LIKE"
"யாமே,WE"
"புறஞ்சிறை,OUTSIDE_WING"
"இருந்தும்,SITTING"
"பொன்னன்நம்மே,GOLD_LIKE_US"
"போரெதிர்ந்து,WAR_OPPOSING"
"என்ஜ,MY"
"போர்க்களம்,BATTLEFIELD"
"புகினே,IF_ENTER"
"கல்லென்,NOISY"
"பேரூர்,GREAT_VILLAGE"
"விழவுடை,FESTIVAL_HAVING"
"ஆங்கண்,THERE"
"ஏமுற்று,HAPPY"
"கழிந்த,PASSED"
"மள்ளர்க்கு,TO_WARRIORS"
"உமணர்,SALT_MERCHANTS"
"வெரூஉம்,FEAR"
"துறையன்னே,GHAT_LIKE"
"யான்கண்டனன்,I_SAW"
"அவன்ஆடுகுதலே,HIS_PLAY"
"கல்லளை,STONE_CAVE"
"போல,LIKE"
"வயிறு,STOMACH"
"காவற்பெண்டு,GUARD_WOMAN"
"காதற்பெண்டு,LOVING_WOMAN"
"ஏறாண்முல்லை,ERAN_MULLAI"
"சிற்றில்,SMALL_HOUSE"
"நற்றூண்,GOOD_PILLAR"
"பற்றி,HOLDING"
"நின்மகன்,YOUR_SON"
"யாண்டு,WHERE"
"உளனாயினும்,EVEN_IF_EXISTS"
"அறியேн,NOT_KNOW"
"ஓரும்,ONE"
"புலி,TIGER"
"சேர்ந்து,JOINED"
"போகிய,GONE"
"கல்அளை,STONE_CAVE"
"போல,LIKE"
"ஈன்ற,GAVE_BIRTH"
"வயிறோ,STOMACH"
"இதுவே,THIS"
"தோன்றுவன்,APPEAR"
"மாதோ,INDEED"
"போர்க்களத்தானே,IN_BATTLEFIELD"
"ஔவையார்,AUVAIYAR"
