உண்டோ,O,verb meaning is there (with expletive)
என்று,O,verb meaning thus
நாம்,O,pronoun meaning I
கூறி,O,verb meaning having said
காமம்,O,noun meaning love
செப்புதும்,O,verb meaning I will tell
செப்பாது,O,verb meaning if not tell
விடினே,O,verb meaning if I leave (with expletive)
உயிரொடும்,O,adverb meaning for life
வந்தன்று,O,verb meaning it will come/end
அம்ம,O,expletive/particle
வாழி,O,expletive/particle
தோழி,PERSON,friend
யாதனின்,O,interrogative meaning how
தவிர்க்குவம்,O,verb meaning we can avoid
காதலர்,PERSON,lover
செலவே,O,noun meaning going away (with expletive)
poem80,,
மன்ற,PLACE,common grounds
எருமை,ANIMAL,buffaloes
மலர்,O,adjective meaning wide
தலை,O,noun meaning head
க்,O,sandhi consonant
காரான்,ANIMAL,buffalo
இன்,O,adjective meaning sweet
தீம்,O,adjective meaning sweet
ப்பால்,FOOD,milk
பயம்,O,noun meaning yield
கொண்மார்,O,verb meaning in order to get
கன்று,ANIMAL,calf
விட்டு,O,verb meaning having left
ஊர்க்,PLACE,in the town
குறுமாக்கள்,PERSON,young kids/children
மேற்கொண்டு,O,verb meaning climbing on
கழியும்,O,verb meaning leaving
பெரும்,O,adjective meaning great/large
ப்புலர்,TIME,dawn
விடியலின்,TIME,at early morning
விரும்பி,O,verb meaning having desired
ப்போத்தந்து,O,verb meaning he came and gave
தழையும்,CLOTHING,leaf garments
தாரும்,FLOWER,garlands
தந்தனன்,O,verb meaning he gave
இவன்,O,pronoun meaning he
என,O,verb meaning thus
இழை,OBJECT,jewel
அணி,O,verb meaning wearing
ஆயமொடு,PERSON,with friends
தகு,O,adjective meaning proper
நாண்,O,noun meaning shyness
தடைஇ,O,verb meaning restrained (with sandhi)
தைஇத்,TIME,in the month of Thai (with sandhi)
திங்கள்,TIME,month
தண்,NATURE,cold
கயம்,WATERBODY,pond
படியும்,O,verb meaning bathes
பெருந்தோள்,O,adjective meaning with thick arms
குறுமகள்,PERSON,young woman
அல்லது,O,conjunction meaning other than/except
மருந்து,FOOD,medicine
பிறிது,O,adjective meaning other
இல்லை,O,verb meaning there is no
யான்,O,pronoun meaning I
உற்ற,O,verb meaning attained/got
நோய்க்கே,O,noun meaning for this affliction (with expletive)
Word,Entity,Explanation
poem81,,
இரு,O,adjective meaning vast/wide
நிலம்,PLACE,land
குறைய,O,verb meaning reduced (by digging)
க்,O,sandhi consonant
கொட்டி,O,verb meaning pressing firmly
ப்பரிந்தின்று,O,verb meaning trotting
ஆதி,O,adverb meaning straight/for long
ப்போகிய,O,verb meaning running
அசைவு,O,noun meaning tiredness
இல்,O,particle meaning without
நோன்,O,adjective meaning strong
தாள்,O,noun meaning leg
மன்னர்,PERSON,kings
மதிக்கும்,O,verb meaning respect
மாண்,O,adjective meaning esteemed/great
வினை,O,noun meaning action/deed
ப்,O,sandhi consonant
புரவி,ANIMAL,horses
கொய்ம்,O,adjective meaning trimmed
மயிர்,ANIMAL,mane
எருத்தில்,ANIMAL,on the neck
ப்பெய்ம்,O,adjective meaning hanging
மணி,OBJECT,bell
ஆர்ப்ப,O,verb meaning to jingle/sound
ப்பூண்க,O,verb meaning may you yoke
தில்,O,expletive/particle
பாக,PERSON,oh charioteer
நின்,O,pronoun meaning your
தேரே,VEHICLE,chariot (with expletive)
பூண்,OBJECT,jewel/ornament
தாழ்,O,verb meaning hanging
ஆக,O,adjective meaning lovely/beautiful
வன,O,adjective meaning beautiful
முலை,O,noun meaning breast
க்,O,sandhi consonant
கரை,O,noun meaning top/edge
வலம்,O,postposition meaning on (locative)
தெறிப்ப,O,verb meaning to drop/fall
அழுதனள்,O,verb meaning she cried
உறையும்,O,verb meaning resides/lives
அம்,O,expletive/particle
மா,O,adjective meaning dark/beautiful
அரிவை,PERSON,young woman
விருந்து,FOOD,feast
அயர்,O,verb meaning to provide
விருப்பொடு,O,noun meaning with desire
வருந்தினள்,O,verb meaning she who was sad
அசைஇய,O,verb meaning tired (with sandhi)
முறுவல்,O,noun meaning smile
இன்,O,adjective meaning sweet/delicate
நகை,O,noun meaning laughter
காண்கம்,O,verb meaning let us see
உறு,O,adjective meaning great
ப்பகை,WAR,hostility/enmity
தணித்தனன்,O,verb meaning he has ended
உரவு,O,adjective meaning strong
வாள்,WEAPON,sword
வேந்தே,PERSON,king (with expletive)
poem82,,
நோயும்,O,noun meaning love affliction
நெகிழ்ச்சியும்,O,noun meaning physical distress
வீட,O,verb meaning to end
ச்சிறந்த,O,adjective meaning fine/special
வேய்,PLANT,bamboo
வனப்பு,O,noun meaning prettiness
உற்ற,O,verb meaning attained/having
தோளை,O,noun meaning arms
நீயே,O,pronoun meaning you (with expletive)
என்னுள்,O,adverb meaning with me/in me
வருதியோ,O,verb meaning will you unite/come (with expletive)
நல்,O,adjective meaning fine/good
நடை,O,noun meaning walk/behavior
க்,O,sandhi consonant
கொடிச்சி,PERSON,mountain woman
முருகு,DEITY,Murukan
புணர்ந்து,O,verb meaning having united
இயன்ற,O,verb meaning created/became
வள்ளி,MYTH,Valli
போல,O,particle meaning like
நின்,O,pronoun meaning your
உருவு,O,noun meaning form/beauty
கண்,O,noun meaning eye
எறிப்ப,O,verb meaning dazzling
நோக்கல்,O,verb meaning to see/look
ஆற்றலெனே,O,verb meaning I feel helpless (with expletive)
ப்போகிய,O,adjective meaning tall
நாக,PLANT,nakam tree (Calophyllum inophyllum)
ப்போக்கு,O,adjective meaning difficult
அருங்கவலை,PLACE,forked path
சிறுகண்,ANIMAL,small-eyed
ப்பன்றி,ANIMAL,pig/boar
ப்பெருஞ்சின,O,adjective meaning very angry
ஒருத்தல்,ANIMAL,male (boar)
சேறு,O,noun meaning mud
ஆடு,O,verb meaning playing
இரும்,O,adjective meaning dark
ப்புறம்,O,noun meaning back
நீறொடு,O,noun meaning with dust
சிவண,O,verb meaning got attached/rubbed
வெள்,O,adjective meaning white/empty
வசி,PLACE,cracked land/empty pit
ப்,O,sandhi consonant
படீஇயர்,O,verb meaning to fall in/get caught (with sandhi)
மொய்த்த,O,verb meaning swarmed
வள்பு,OBJECT,net straps
அழீஇ,O,verb meaning ruined (with sandhi)
க்கோள்,O,adjective meaning killer/hunting
நாய்,ANIMAL,dog
கொண்ட,O,verb meaning what they seized
கொள்ளை,O,noun meaning plunder/flesh
க்கானவர்,TRIBE,forest dwellers
பெயர்க்கும்,O,verb meaning they take away
சிறுகுடி,PLACE,small village
யானே,O,pronoun meaning (with expletive)
poem83,,
எம்,O,pronun meaning our
ஊர்,PLACE,town
வாயில்,STRUCTURE,entrance/gate
உண்,WATERBODY,drinking water
துறை,PLACE,pond/tank
த்,O,sandhi consonant
தடைஇய,O,adjective meaning huge (with sandhi)
கடவுள்,DEITY,god/deity
முது,O,adjective meaning old/ancient
மரத்து,PLANT,on the tree
உடன்,O,adverb meaning together
உறை,O,verb meaning living/dwelling
ப்பழகிய,O,verb meaning used to/accustomed
தேயா,O,adjective meaning sharp/not blunt
வளை,O,adjective meaning curved
வாய்,ANIMAL,mouth/beak
தெண்,O,adjective meaning clear/sharp
கண்,ANIMAL,eye
கூர்,O,adjective meaning sharp
உகிர்,ANIMAL,claw
வாய்ப்,OBJECT,drum-like
பறை,OBJECT,drum
அசாஅம்,O,verb meaning do not hoot/cause pain (with sandhi)
வலிமுந்து,O,adjective meaning with increased strength
கூகை,BIRD,owl
மை,ANIMAL,goat
ஊன்,FOOD,meat
தெரிந்த,O,adjective meaning clear/pure
நெய்,FOOD,ghee
வெண்புழுக்கல்,FOOD,boiled white rice
எலி,ANIMAL,rat
வான்,O,adjective meaning white
சூட்டொடு,FOOD,with roasted
மலிய,O,adverb meaning very well/abundantly
ப்பேணுதும்,O,verb meaning we will take care
எஞ்சாக்,O,adjective meaning not ruining/perfect
கொள்கை,O,noun meaning principle
எம்,O,pronoun meaning our
காதலர்,PERSON,lover
வரல்,O,verb meaning to come
நசைஇ,O,verb meaning desiring (with sandhi)
துஞ்சாது,O,verb meaning not sleeping/unable to sleep
அலமரு,O,verb meaning distressed
ப்பொழுதின்,TIME,at the time/when
அஞ்சு,O,verb meaning fear
வர,O,verb meaning to come/cause
க்,O,sandhi consonant
கடுங்குரல்,NATURE,harsh voice/sound
ப்பயிற்றாதீமே,O,verb meaning do not hoot (with expletive)
poem84,,
கண்ணும்,O,noun meaning eyes
தோளும்,O,noun meaning arms
தண்,NATURE,cool
நறும்,O,adjective meaning fragrant
கதுப்பும்,CLOTHING,hair
திதலை,O,noun meaning pallor spots
அல்குலும்,O,noun meaning loins
பல,O,adverb meaning many/greatly
ப்பாராட்டி,O,verb meaning having praised
நெருநலும்,TIME,yesterday
இவணர்,O,adverb meaning he was here
மன்,O,particle indicating past
ஏ,O,expletive/particle
இன்றே,TIME,today (with expletive)
ப்பெருநீர்,WATERBODY,big body of water
ஒப்பின்,PHENOMENON,like a mirage
ப்பேஎய்,PHENOMENON,mirage (with sandhi)
வெண்தேர்,PHENOMENON,silvery mirage
மரன்,PLANT,tree
இல்,O,particle meaning without
நீள்,O,adjective meaning long
இடை,PLACE,path/way
மான்,ANIMAL,deer
நசையுறூஉம்,O,verb meaning desiring (with sandhi)
சுடு,O,adjective meaning fired/burnt
மண்,OBJECT,clay
தசும்பின்,OBJECT,in the pot
மத்தம்,OBJECT,churning rod
தின்ற,O,verb meaning when mixed/used
ப்பிறவா,O,adjective meaning unformed
வெண்ணெய்,FOOD,butter
உருப்பு,O,noun meaning heat
இடந்தன்ன,O,verb meaning like scattered
உவர்,O,adjective meaning salty
எழு,O,verb meaning rising/forming
களரி,DESERT,saline land/desert
ஓமை,PLANT,omai tree (Dillenia indica/Toothbrush tree)
அம்,O,expletive/particle
காட்டு,FOREST,forest
வெயில்,NATURE,sun/sunlight
வீற்றிருந்த,O,verb meaning staying/shining hard
வெம்பலை,O,adjective meaning hot/harsh
அருஞ்சுரம்,DESERT,harsh wasteland
ஏகுவர்,O,verb meaning they say he will leave
என்ப,O,verb meaning they say
தாமே,O,pronoun meaning by himself (with expletive)
தம்,O,pronoun meaning his
வயின்,O,postposition meaning toward/to
இரந்தோர்,PERSON,those who begged
மாற்றல்,O,verb meaning to change/remove
ஆற்றா,O,verb meaning unable to
இல்லின்,STRUCTURE,house/home
வாழ்க்கை,O,noun meaning married life
வல்லாதோரே,O,verb meaning he is not capable (with expletive)
poem85,,
ஆய்,O,adjective meaning chosen/beautiful
மலர்,FLOWER,flower
மழைக்,NATURE,moist/wet
கண்,O,noun meaning eyes
தெண்,O,adjective meaning clear
பனி,NATURE,tears
உறைப்பவும்,O,verb meaning spilling/dropping
வேய்,PLANT,bamboo
மருள்,O,particle meaning like
பணைத்தோள்,O,noun meaning thick/bamboo-like arms
விறல்,O,adjective meaning victorious/beautiful
